,number_inpatient,discharge_disposition_id_te,admission_source_id_te,number_outpatient,admission_type_id_te,number_emergency,payer_code,diag_1_te,num_medications,acarbose,diag_2_te,number_diagnoses,age,diag_1,admission_source_id,diag_2,medical_specialty_te,diag_3,num_procedures,weight,A1Cresult,insulin,race,gender,diag_3_te,medical_specialty,num_lab_procedures,sulfonylureas__prescribed,insulin__prescribed,tzds__prescribed,time_in_hospital,insulin__change,admission_type_id,rosiglitazone,discharge_disposition_id,glipizide,metformin,max_glu_serum,pioglitazone,metformin__prescribed,glyburide,repaglinide,glimepiride,sulfonylureas__change,meglitinides__prescribed,glyburide-metformin,metformin__change,alpha_glucosidase__prescribed,tzds__change,miglitol,metformin-pioglitazone,metformin-rosiglitazone,glimepiride-pioglitazone,glipizide-metformin,tolbutamide,tolazamide,troglitazone,meglitinides__change,acetohexamide,alpha_glucosidase__change,nateglinide,chlorpropamide
sulfonylureas__prescribed,0.0030656647868454,0.0013524293899536,0.0007202469860203,0.0006151513080112,0.00084967573639,0.0006555396830663,0.0016225974541157,0.0003650048747658,0.0006500816671177,2.1839305190951563e-05,0.0004996867501176,0.0004187379963696,0.0008815164328552,0.0005729389959014,0.000203661256819,0.0014143304433673,0.0006058578728698,0.0007499411003664,0.0003872865345329,7.646790618309751e-05,0.0002571904333308,0.0017512834165245,0.0005524592124857,0.0004865347000304,0.000524119765032,0.0007944474928081,0.0004194454813841,0.0143128260970115,0.00192957080435,0.0004802374751307,0.0003960887552239,0.0003779192047659,0.0001606066653039,0.0001437518221791,0.0001576149952597,2.086141648760531e-05,0.0002288106479682,6.68660068186e-05,0.0003089413512498,0.0001103424074244,4.798435111297295e-05,1.9409650121815503e-05,0.0001383151829941,2.4228551410487853e-05,1.536993295303546e-05,0.0,2.0317237670042235e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insulin__prescribed,0.0007780775777064,0.0011509996838867,0.0006146520026959,0.0006378653342835,0.0006984965293668,0.0001448193506803,0.0028104481752961,0.0010860892944037,0.0006064737099222,0.0,0.0005203276523388,0.0005613909452222,0.0006998309399932,0.0006233797757886,0.0005840058438479,0.0008325170492753,0.0004717728006653,0.0004995400668121,0.0003627792466431,0.0001141962784458,0.0005140106077305,6.783898425055668e-05,0.0004498241469264,0.0002209777885582,0.000505430274643,0.0008934025536291,0.0008049714961089,0.00192957080435,0.0141774173825979,0.0008141954313032,0.0002507352328393,8.126463217195123e-05,0.0003006212646141,0.0003187802212778,0.0003560823388397,0.0003782084095291,0.0004797285073436,7.806788926245645e-05,4.316194826969877e-05,0.0002156979317078,9.996514563681558e-05,5.064444849267602e-06,4.302487286622636e-05,3.5952212783740833e-05,1.2627368960238528e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tzds__prescribed,0.0016346903285011,0.0005869163433089,0.0009645429672673,0.000246385752689,0.0005400833324529,0.0002537388936616,0.0002956808893941,0.0005827756249345,0.0003254518087487,0.0,0.0003446316113695,0.0003412078949622,0.0003738306986633,0.0007368360529653,0.0002320674830116,0.0003904929908458,0.0004085643158759,0.0004651547060348,0.0002271894627483,0.0001472728181397,0.0002449313178658,0.0005835311021655,0.0001235032832482,0.0001220103149535,0.0002535590610932,0.000545767659787,0.0004197005182504,0.000480237591546,0.0008141956059262,0.0141426632180809,0.0002786049153655,0.0001563495461596,0.0001098535503842,0.0,0.0001440967898815,0.0001221893762703,0.0001270945358555,2.039633909589611e-05,2.892517477448564e-05,3.56148011633195e-05,2.1665227905032225e-05,9.337335541204084e-06,7.652526255697012e-05,2.8829324946855195e-05,1.0761995326902252e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time_in_hospital,0.0032947803847491,0.0016289504710584,0.002330272225663,0.000621348619461,0.0017011542804539,0.0010987290879711,0.0016002171905711,0.0007893264992162,0.0013414431596174,0.0001183018903248,0.0006953568081371,0.0007766836788505,0.0033809193409979,0.0010090953437611,0.0006461246521212,0.0011492394842207,0.0015860833227634,0.0013451173435896,0.0022534432355314,0.0001506846601841,0.0004423114296514,0.0008115571690723,0.0010621035471558,0.0003906677302438,0.0008834085310809,0.0006675209733657,0.0030617087613791,0.0003960886097047,0.0002507351746316,0.0002786048862617,0.0137329073622822,0.000279488886008,0.0003411277430132,7.0988193328958e-05,0.0007028118125163,0.0003986088559031,0.0001466346875531,0.0002197038120357,0.0001222793507622,0.0001493054296588,9.727480210131034e-05,2.367112938372884e-05,4.572884427034296e-05,1.5409606930916198e-05,8.214563422370702e-06,7.0597508283754e-07,1.2471781701606233e-05,5.304063392941316e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insulin__change,0.0008646257338114,0.0005684411735273,0.0004844270588364,0.0004451904387678,0.0004704907769337,0.0002549510682001,0.0006070262752473,0.0006909455405548,0.0005694146384485,0.0,0.00018160721811,0.0003582510980777,0.0003322437114547,0.0005419224034994,0.0002353340096306,0.0003864888858515,0.0003093700797762,0.000606978777796,0.0002883499546442,6.853208469692618e-05,0.000207846504054,0.0001733981189318,0.0006448007770814,0.0002638502046465,0.0003276148345321,0.0003680129884742,0.0005293728900142,0.0003779192338697,8.126469037961215e-05,0.0001563495607115,0.0002794889733195,0.0122549999505281,0.000101626596006,5.1541966968216e-05,0.0002548637276049,6.871669029351324e-05,2.4921726435422897e-05,9.53931303229183e-05,2.739772207860369e-05,2.1249843484838493e-05,8.784769306657836e-06,9.603940270608293e-06,2.615059020172339e-05,1.3732230399909897e-05,4.617828017217107e-05,2.474067741786712e-07,1.5811701814527623e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
admission_type_id,0.0008135942625813,0.0006030528456903,0.0014752920251339,0.000638076569885,0.0008254020940512,0.0003540125035215,0.0013393166009336,0.0026848595589399,0.0012735080672428,0.0,0.0004174802743364,0.0022827868815511,0.0009340255637653,0.0012193201109766,0.0008326554088853,0.0005288990796543,0.0003885241167154,0.0005305811064317,0.0005853146431036,8.364592940779403e-05,0.0003204935928806,0.0005137954722158,0.0005350799765437,0.0003170711861457,0.0007868647808209,0.0020919209346175,0.0015757413348183,0.0001606066944077,0.0003006213228218,0.0001098535285564,0.0003411277430132,0.0001016266251099,0.0104220798239111,6.293955811997876e-05,0.0007278578705154,9.772453631740063e-05,0.0001660679845372,0.0001567701401654,6.233609019545838e-05,9.238508937414736e-05,3.449029463808984e-05,2.132748704752885e-06,1.2532216715044342e-05,1.100678105103725e-06,5.80416553930263e-06,0.0,2.304809186171042e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rosiglitazone,0.0016084305243566,0.0002722312055993,0.0004636691010091,5.540349593502469e-05,0.0007564321276731,0.0001720349828246,0.000318695208989,0.0003659440844785,0.0001366466021863,0.0,0.0001909873535623,0.0007676903624087,0.0001769831724232,0.0002783206291496,0.0002440771349938,0.0002481380361132,0.0002168934297515,0.0001809840614441,8.975234959507361e-05,0.0001157169608632,4.030051422887482e-05,0.0004606122092809,8.991098729893565e-05,7.74267828091979e-05,0.0001327880891039,0.0002734059817157,0.0001982439571293,0.000143751836731,0.000318780192174,0.0,7.098822970874608e-05,5.154197060619481e-05,6.293951446423307e-05,0.0085815098136663,4.595340942614712e-05,3.604425728553906e-05,5.610259904642589e-05,1.3274684533826075e-05,2.018576196860522e-05,2.5304061637143604e-05,5.303012221702375e-05,0.0,1.7620909602555912e-06,1.041199720930308e-05,0.0,2.58692216448253e-06,3.8525254808519094e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discharge_disposition_id,0.00882682017982,0.0015635757008567,0.003020407166332,0.0005851038731634,0.0020298394374549,0.0019340194994583,0.0015616306336596,0.0013570633018389,0.0007994366460479,0.0,0.0006428760243579,0.0019059901824221,0.002848848234862,0.001417051651515,0.000490438833367,0.001159074367024,0.0012662807712331,0.0012979711173102,0.0009619577322155,0.0001300714502576,0.0003402357106097,0.0004817239823751,0.0013584269909188,0.0004652504867408,0.0011273603886365,0.0008330294513143,0.0011439580703154,0.0001576149952597,0.0003560823388397,0.0001440967753296,0.0007028118125163,0.0002548636693973,0.0007278578705154,4.595341670210473e-05,0.006405059248209,0.0001392956182826,0.0003786413290072,4.234728112351149e-05,4.738571078632958e-05,0.0007924185483716,6.164055230328813e-05,3.4362520295871946e-07,4.685753810917959e-05,2.221227805421222e-05,1.5211689060379284e-05,0.0,1.4809138519922271e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glipizide,0.0015322030521929,0.0009612191934138,0.0006618576589971,0.0002944914449471,0.0008404271211475,0.0011753981234505,0.0006933822296559,0.0002062741259578,0.0004769635270349,0.0,0.0003226565313525,0.0001822495542,0.0002438051160424,0.0002582811575848,0.0001638743124203,0.0005941670970059,0.0002254954306408,0.0002258981403429,0.0002340760693186,3.597993418225087e-05,0.0001591178006492,0.0008405492990277,0.0004409290268085,9.252678864868358e-05,0.0004600549582391,0.0002735110756475,0.0005146960029378,2.086142012558412e-05,0.0003782083513215,0.0001221893617184,0.0003986089141108,6.871666118968278e-05,9.772457997314632e-05,3.604426092351787e-05,0.0001392956473864,0.0056177894584834,4.840902693103999e-05,2.853490695997607e-05,3.90965687984135e-05,2.108865373884328e-05,6.085701170377433e-05,4.888233434030553e-06,2.545822781030438e-06,2.3586310362588847e-06,4.066608653374715e-06,0.0,1.758947837515734e-05,1.4294484174115496e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metformin,0.00114333757665,0.0004766733036376,0.0004513562307693,0.0009714723564684,0.0005760607309639,0.0002817087515722,0.0008274849969893,0.0002967668115161,0.0002527315518818,0.0,0.0002386255509918,0.0002313705917913,0.0004426912928465,0.0002825875999405,0.0004118348588235,0.0002821905654855,0.0002883945417124,0.000265836919425,0.0002634564298205,0.0004620977269951,0.0001471444993512,0.0001562005345476,6.704308179905638e-05,0.0001130388118326,0.0001771135139279,0.0002745882375165,0.0002829335571732,0.0002288106479682,0.0004797285655513,0.0001270945504074,0.000146634702105,2.492173371138051e-05,0.0001660679554333,5.61026026844047e-05,0.0003786413290072,4.840902693103999e-05,0.0053679384291172,2.264475733682048e-05,1.4297680536401458e-05,0.000124180005514,2.670777212188113e-05,0.0,5.790187969978433e-06,0.0,4.5414844862534665e-06,4.885918656327704e-07,8.312115369335515e-07,1.7451196754336706e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_glu_serum,0.0002275102888233,0.0003128847165498,0.0001451503776479,0.0005889520980417,0.0001457221515011,6.189763371367007e-05,0.0014603773597627,0.0004391324182506,0.000117205621791,0.0,0.0002719567273743,0.0005541061400435,0.0002418671065242,0.0002007117727771,0.0006137693417258,0.0001450522540835,0.0001139944579335,0.000241152185481,9.377163223689422e-05,1.992113539017737e-05,4.795002314494923e-05,0.000100013850897,0.0001012256179819,8.196654380299151e-05,7.599801028845832e-05,0.0006077877478674,0.0010760338045656,6.686601409455761e-05,7.806787471054122e-05,2.039639002759941e-05,0.0002197038411395,9.539312304696068e-05,0.0001567701838212,1.3274674529384356e-05,4.2347241105744615e-05,2.8534865123219788e-05,2.2644773707725108e-05,0.0039263577200472,5.239017809799407e-06,5.205189518164843e-05,3.176848258590326e-05,4.462554443307454e-06,9.704281183076093e-06,2.163489853046485e-06,1.5613304640282877e-06,0.0,7.33845467948413e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pioglitazone,0.0004593292833305,0.0003829128108918,0.0001626351149752,0.0001181325205834,0.0001517178316134,3.3835134672699496e-05,0.0001334644621238,0.0001218500983668,0.0001441884523956,0.0,8.570605859858915e-05,5.7034230849239975e-05,0.0001831039407989,0.0004012763965874,0.00011079977412,0.0001656206586631,0.0002659058663994,0.000226336531341,0.0002371743903495,3.029383697139565e-05,0.0001018589464365,0.0001283425517613,0.0001004231962724,0.0001021713469526,0.0001053046798915,7.261996506713331e-05,0.0003307783044874,0.0003089413221459,4.316192280384712e-05,2.892514385166578e-05,0.0001222793507622,2.73977257165825e-05,6.233612657524645e-05,2.0185794710414484e-05,4.73857180622872e-05,3.909660154022277e-05,1.4297678717412056e-05,5.239041911409004e-06,0.0038259422872215,2.604814835649449e-05,1.3684921214007773e-05,0.0,5.766780304838903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metformin__prescribed,0.001061706803739,0.0002799285866785,0.0003200560749974,0.0016205003485083,0.0006316938670352,7.44982753531076e-05,0.0006834728410467,0.0002087774046231,0.0002863365225493,0.0,0.0002611417148727,0.0001615850924281,0.0006597154424525,0.0003204032836947,0.0002476592198945,0.0002707294479478,0.0002250536635983,0.0002071536000585,0.0001656514359638,0.0002914694778155,0.0001803150953492,0.0004258192202541,0.0001439552288502,0.0001043113006744,0.0002230708341812,0.0001857918250607,0.0002606374619062,0.0001103423492168,0.000215697888052,3.561477569746785e-05,0.0001493054151069,2.124983620888088e-05,9.238513302989304e-05,2.5304061637143604e-05,0.0007924186065793,2.108868284267373e-05,0.0001241799909621,5.205188426771201e-05,2.6048150175483897e-05,0.0035973663907498,2.5496590751572512e-05,2.9728894332947675e-06,2.665472857188433e-05,0.0,0.0,0.0,9.825857887335587e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glyburide,0.0013890492264181,0.0001785130880307,0.0003965146897826,6.740954268025234e-05,0.0001570484891999,3.196824400220066e-05,0.0004016739840153,9.339999814983456e-05,0.0001707994670141,0.0,8.028851152630523e-05,5.193116521695629e-05,0.0013018528698012,0.0001664142619119,0.0001303144090343,0.0004135236667934,0.0001960038061952,0.0002263099740957,9.682608651928604e-05,1.907601654238533e-05,3.9957631088327616e-05,0.0003482871397864,9.938770381268114e-05,4.086121407453902e-05,0.0001976233470486,0.0001145664209616,0.0001003500437946,4.798435111297295e-05,9.996513108490036e-05,2.1665224267053414e-05,9.727480210131034e-05,8.784772035141941e-06,3.449029827606864e-05,5.303012221702375e-05,6.164055957924575e-05,6.085698623792268e-05,2.670777394087054e-05,3.1768460758030415e-05,1.3684916666534264e-05,2.5496601665508933e-05,0.0012574384454637,3.627741591571976e-07,6.919583483977476e-06,2.6485938633413757e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repaglinide,9.609088738216089e-05,2.46338618126174e-06,1.1350570275681092e-05,4.1963310650317e-05,0.0001136252612923,3.578479299903847e-05,4.479426934267394e-05,1.4841997654002624e-05,2.469879746058723e-06,0.0,2.2965565221966244e-05,4.772180091094924e-06,3.627406840678304e-05,6.615047459490597e-05,3.159308334943489e-06,1.7502856280771084e-05,1.1712290870491415e-05,4.632915079127997e-05,2.346277142351028e-06,7.863668542995583e-06,4.532952061708784e-06,0.0001142798791988,1.3694017980014904e-05,2.8297066819504835e-05,3.631916479207575e-05,1.356203301838832e-05,5.909620449529029e-05,1.94096483028261e-05,5.064398010290461e-06,9.33731826080475e-06,2.367114029766526e-05,9.603928447177168e-06,2.1327675767679466e-06,0.0,3.435859809997055e-07,4.888233888777904e-06,0.0,4.46254216512898e-06,0.0,2.972885113194934e-06,3.6277000958762073e-07,0.0009397024405188,6.910942715876445e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glimepiride,8.104434527922422e-05,9.45023202802986e-05,0.0001511356531409,0.0003682537935674,0.0001389613607898,1.9693068679771383e-05,0.0001021326752379,0.0002055135701084,8.912239718483761e-05,0.0,5.185264308238402e-05,3.602307697292417e-05,6.70547378831543e-05,6.529423262691125e-05,9.447699994780123e-06,0.0001781768514774,3.6938494304195046e-05,0.0001157215083367,2.8258165912120603e-05,2.7990818125545047e-05,9.149925062956754e-06,4.627789166988805e-05,2.865853275579866e-05,3.15041615976952e-05,7.388224912574515e-05,5.229448652244173e-05,6.645480607403442e-05,0.000138315197546,4.302486195228994e-05,7.65252552810125e-05,4.572889156406745e-05,2.615057564980816e-05,1.2532216715044342e-05,1.7621017605051748e-06,4.685753447120078e-05,2.545813913457096e-06,5.790193426946644e-06,9.704273907118475e-06,5.7667813962325454e-05,2.665472857188433e-05,6.919582119735424e-06,6.910945558047388e-07,0.0009179100161418,0.0,6.403627139661694e-07,1.7772418914319132e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sulfonylureas__change,7.44604694773443e-05,1.386601525155129e-06,3.527616718201898e-05,4.881668246525805e-06,3.341685078339651e-05,1.712219454930164e-05,7.802690379321575e-05,1.5652429283363745e-05,2.363368002988864e-05,0.0,7.381921932392288e-06,4.298701242078096e-06,5.594237882178277e-05,1.1565059139684308e-05,2.7328085707267743e-05,2.9052471290924583e-05,3.814587034867145e-05,3.597124305088073e-05,1.8450868083164096e-05,7.879736585891806e-06,2.516592212487012e-05,7.241792445711326e-06,1.1575193639146164e-05,9.0188994363416e-05,8.59132778714411e-05,2.22722883336246e-05,1.0072646546177566e-05,2.4228553229477257e-05,3.595222005969845e-05,2.8829324946855195e-05,1.540961784485262e-05,1.3732245861319823e-05,1.1006660542989266e-06,1.04120063042501e-05,2.2212243493413556e-05,2.358627625653753e-06,0.0,2.163485532946652e-06,0.0,0.0,2.648595682330779e-06,0.0,0.0,0.0007431673002429,9.170147450277e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meglitinides__prescribed,7.695669773966074e-05,5.304318619892001e-05,2.021867476287298e-05,6.735707756888587e-06,6.442746962420642e-05,1.8297479982720688e-05,9.553175914334132e-06,5.398683424573392e-05,1.6385665730922483e-05,0.0,6.001744623063132e-06,1.927123230416328e-05,2.1719122742069885e-05,3.8250629586400464e-05,1.2411630450515077e-05,2.9607832402689382e-05,1.5523477486567572e-05,6.8952799665567e-06,0.0,7.208967872429639e-06,2.319755185453687e-05,2.2703536160406657e-05,5.163989499124e-06,2.6262732717441395e-05,2.2184973204275597e-05,1.3833134289598092e-05,8.914017598726787e-06,1.536991294415202e-05,1.2627378055185544e-05,1.0762011697806884e-05,8.214601621148176e-06,4.6178225602488965e-05,5.804151442134753e-06,0.0,1.521168633189518e-05,4.066601832164452e-06,4.541489033726975e-06,1.5613248933732391e-06,0.0,0.0,0.0,0.0,6.403634529306146e-07,9.170146881842812e-07,0.0004467063990887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glyburide-metformin,1.192078002532071e-06,1.161032650998095e-05,2.4041530650720237e-06,9.529444469080772e-06,1.067850689651095e-06,1.3279961876833113e-06,1.97528388525825e-05,2.640582806634484e-06,1.3119125696903211e-06,0.0,1.0548380942054791e-06,0.0,1.5481973605346866e-06,1.4879318769089878e-05,4.879216248809826e-06,1.6263533325400203e-05,0.0,1.7982721374210089e-06,1.2820238225685898e-05,1.5193022591120098e-06,3.054562284887652e-06,9.091618267120792e-05,8.512168960805866e-07,0.0,4.5395638153422624e-05,0.0,0.0,0.0,0.0,0.0,7.059776407913887e-07,2.473867368735228e-07,0.0,2.5869474029605044e-06,0.0,0.0,4.885965267931169e-07,0.0,0.0,0.0,0.0,0.0,1.777251981138761e-07,0.0,0.0,0.0003605340607464,0.0,1.740987016773943e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metformin__change,3.29507420246955e-05,1.3441793953461456e-06,2.9786986488034017e-05,6.2432641243503895e-06,5.4154170356923714e-05,5.937740752415266e-06,6.135769012871606e-07,1.842528217821382e-05,1.8371933947491923e-06,0.0,1.3715567774852389e-06,2.3912043616292067e-05,6.061520707589807e-07,3.131803532596677e-05,8.355479621968698e-06,6.706319709337549e-06,1.901620294120221e-06,6.034557372913696e-06,0.0,1.8861819626181384e-06,1.9717731447599363e-06,6.132443672868249e-07,3.5866112284566043e-06,4.329244984546676e-05,3.315080675747595e-06,2.1853932139492827e-06,2.686724292289e-05,2.0317548887760495e-07,0.0,0.0,1.2471788068069143e-05,1.5811521052455646e-06,2.3048064576869365e-06,3.852545660265605e-07,1.4809435242568725e-06,1.758948201313615e-05,8.312111958730384e-07,7.33836884592165e-07,0.0,9.825790812101332e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.000337245845003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alpha_glucosidase__prescribed,1.847445929570313e-07,1.5464155467270755e-06,0.0,8.067041790127406e-08,8.060376899265975e-07,1.5101842620879324e-07,8.104405537778803e-07,1.924935730812649e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2851895689891537e-06,0.0,0.0,0.0,2.4813170966808684e-06,0.0,3.036304860870587e-07,1.1851839190057945e-06,0.0,1.2214944945299068e-05,1.7494596704636931e-06,0.0,0.0,0.0,0.0,0.0,5.304158889885002e-07,0.0,0.0,0.0,0.0,1.4292902505985694e-07,1.7450479106173589e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740981616649151e-07,0.0,0.0002945152518805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tzds__change,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1067624402348883e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miglitol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metformin-pioglitazone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metformin-rosiglitazone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glimepiride-pioglitazone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glipizide-metformin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tolbutamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tolazamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
troglitazone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meglitinides__change,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acetohexamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
